Date,IP address,User,Activity,Item,Detail,More
9/25/2017 16:17,202.125.234.17,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""",Id:7c73a113-0d76-470d-0d0a-08d503ede5e5;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:55.0) Gecko/20100101 Firefox/55.0;
9/25/2017 16:09,210.3.211.204,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:941e0d31-5c2f-4b6d-3d0f-08d503ecb8ae;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/25/2017 16:00,218.255.65.50,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:c16ba83e-0573-4221-ebe9-08d503eb6dc8;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/25/2017 15:59,158.132.150.142,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:b97c1bcd-b214-4a0e-14a7-08d503eb4eb5;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/25/2017 14:42,158.182.9.133,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:43599622-b511-4478-bef1-08d503e090ec;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36;"
9/25/2017 14:34,218.103.66.50,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:30c0659d-eeb2-4585-807f-08d503df7ede;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36;"
9/25/2017 13:32,175.159.123.235,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:48375c66-23fd-463d-e80f-08d503d6d04c;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5 Build/M4B30Z) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36;"
9/25/2017 13:24,202.189.100.246,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:60e1f9e9-3695-4f8a-0579-08d503d5b731;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/25/2017 12:47,175.159.124.19,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:501e9ace-eae5-4414-90e3-08d503d0815f;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36;"
9/25/2017 11:23,147.8.90.206,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:727ee46c-6106-4552-bb21-08d503c4bf1e;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/25/2017 10:45,167.220.255.44,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:2200dad7-2939-44b1-8f46-08d503bf84d3;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/25/2017 2:31,123.202.145.213,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:0353bbed-8b83-4c2f-7392-08d5037a7f27;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8;"
9/25/2017 1:40,112.119.146.30,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:e3a2ad8b-bf89-4952-54a2-08d503734931;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36;"
9/24/2017 23:45,59.149.195.190,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:eb41922f-102e-422d-2747-08d5036349c8;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/24/2017 17:59,14.136.22.118,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:8d64f799-c919-4d0d-be6e-08d50332f156;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/24/2017 13:19,118.140.140.74,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:ac507e46-c30d-4e3d-3e6c-08d5030bcf16;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/24/2017 11:56,49.130.128.133,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:3da9d647-b525-4caa-5fbb-08d503003aab;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) CriOS/61.0.3163.73 Mobile/14G60 Safari/602.1;"
9/24/2017 11:02,175.159.123.198,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:15674962-efbd-464b-c162-08d502f8b806;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0;"
9/24/2017 11:02,175.159.122.63,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:eef404d0-ce8c-410a-a59e-08d502f8b778;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.91 Safari/537.36;"
9/23/2017 19:40,137.189.240.19,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:d26501d1-763e-4c1a-c5aa-08d50277e25c;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4;"
9/23/2017 17:35,147.8.16.93,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:67d7cd0a-9d74-469b-1c8c-08d502667bfb;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36;"
9/23/2017 17:28,147.8.16.87,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:e7af6f32-f833-44f7-deed-08d502658207;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/23/2017 16:23,175.159.124.126,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:61088ad1-23ac-4256-c496-08d5025c526c;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/23/2017 2:44,124.244.58.115,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:97bf9e13-8301-4037-ff4f-08d501e9fcbe;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/23/2017 1:46,113.253.4.126,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:eb795921-4a27-43ec-9465-08d501e1e5f5;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.91 Safari/537.36;"
9/22/2017 23:30,143.89.81.129,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:771e3a5e-7723-45e6-7712-08d501cecb1d;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Safari/604.1.38;"
9/22/2017 22:51,219.73.46.203,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:5d1dddbf-2572-4868-2a26-08d501c967dd;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/22/2017 22:46,158.132.239.189,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:c5079704-01af-4508-aa29-08d501c8a976;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3221.0 Safari/537.36;"
9/22/2017 22:42,175.159.21.124,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:78b72fee-ad9b-42e8-f66c-08d501c835fe;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/22/2017 22:27,1.64.58.110,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:be8de4c5-ee93-4787-bbe4-08d501c61379;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36;"
9/22/2017 21:14,1.64.7.51,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:1b0a07ab-4e96-4a25-03f8-08d501bbd583;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.91 Safari/537.36;"
9/22/2017 16:36,175.159.126.169,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:e2ac7916-a10c-49e2-11f4-08d501950835;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/22/2017 15:58,143.89.129.87,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:43781896-70ab-4197-bbe0-08d5018fadfb;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36;"
9/22/2017 15:55,175.159.124.93,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""",Id:95f1f982-7343-451b-5d58-08d5018f3bbc;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko;
9/22/2017 10:27,137.189.241.177,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:7eba40c1-4a5c-46ef-492b-08d501617faa;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (iPad; CPU OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1;"
9/22/2017 0:00,14.136.65.241,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:5dd3e88c-ba95-4689-d738-08d50109e0c5;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4;"
9/21/2017 23:51,113.253.251.153,urn:spo:anon#0c58d295d9275b1ce9d6cf6360aab1ce0e0a31a9b0837ce6eea6642194c91f1c,Downloaded file,virtual_platform.zip,"Downloaded from ""Documents""","Id:0375dfa6-d25c-4a57-7e9c-08d501089a79;Object Id:https://astri-my.sharepoint.com/personal/knowledgebase_astri_org/Documents/virtual_platform.zip;Record Type:6;Source Relative Url:Documents;User Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8;"
